,511,521,531,541,5122,5132,5232,5112,5212,5222,5332,Bottom Baryons
All Events,1284758.0,1291089.0,281901.0,91.0,112001.0,14849.0,14922.0,0.0,0.0,0.0,366.0,142138.0
Fraction of All Events,0.4088831885529333,0.41089807343143075,0.08971695816352998,2.896138429051769e-05,0.03564509892222277,0.004725797750877991,0.004749030509704451,0.0,0.0,0.0,0.00011648205110252171,0.04523640923390773
Events (c-eff > 50%),202954.0,191697.0,46348.0,22.0,17541.0,2236.0,2199.0,0.0,0.0,0.0,50.0,22026.0
Fraction (c-eff > 50%),0.4183988801685519,0.3951920638749219,0.09554850507037085,4.5353998264178796e-05,0.03616156743418001,0.004609615459941081,0.004533338281042235,0.0,0.0,0.0,0.00010307726878222453,0.04540759844394555
"Events (c-eff > 50%, b-eff < 70%)",202954.0,191697.0,46348.0,22.0,17541.0,2236.0,2199.0,0.0,0.0,0.0,50.0,22026.0
"Fraction (c-eff > 50%, b-eff < 70%)",0.4183988801685519,0.3951920638749219,0.09554850507037085,4.5353998264178796e-05,0.03616156743418001,0.004609615459941081,0.004533338281042235,0.0,0.0,0.0,0.00010307726878222453,0.04540759844394555
